key	lemma	part_of_speech	parsing	definition	strongs	alternates
εδεξασθε	δέχομαι	verb	aorist middle indicative, 2nd person plural	I take, receive, accept, welcome	G1209	
εδεξατο	δέχομαι	verb	aorist middle indicative, 3rd person singular	I take, receive, accept, welcome	G1209	
εδεσμευετο	δεσμεύω	verb	imperfect passive indicative, 3rd person singular	I bind, put in chains	G1195	
εδηλου	δηλόω	verb	imperfect active indicative, 3rd person singular	I show, make clear, reveal	G1213	
εδηλωθη	δηλόω	verb	aorist passive indicative, 3rd person singular	I show, make clear, reveal	G1213	
εδηλωσεν	δηλόω	verb	aorist active indicative, 3rd person singular	I show, make clear, reveal	G1213	
εδημηγορει	δημηγορέω	verb	imperfect active indicative, 3rd person singular	I make a public speech, address a multitude	G1215	
εδησαν	δέω	verb	aorist active indicative, 3rd person plural	I bind	G1210	
εδησεν	δέω	verb	aorist active indicative, 3rd person singular	I bind	G1210	
εδιδαξα	διδάσκω	verb	aorist active indicative, 1st person singular	I teach	G1321	
εδιδαξαν	διδάσκω	verb	aorist active indicative, 3rd person plural	I teach	G1321	
εδιδαξας	διδάσκω	verb	aorist active indicative, 2nd person singular	I teach	G1321	
εδιδαξεν	διδάσκω	verb	aorist active indicative, 3rd person singular	I teach	G1321	
εδιδασκεν	διδάσκω	verb	imperfect active indicative, 3rd person singular	I teach	G1321	
εδιδασκον	διδάσκω	verb	imperfect active indicative, 3rd person plural	I teach	G1321	
εδιδαχθην	διδάσκω	verb	aorist passive indicative, 1st person singular	I teach	G1321	
εδιδαχθησαν	διδάσκω	verb	aorist passive indicative, 3rd person plural	I teach	G1321	
εδιδαχθητε	διδάσκω	verb	aorist passive indicative, 2nd person plural	I teach	G1321	
εδιδοσαν	δίδωμι	verb	imperfect active indicative, 3rd person plural	I offer, give	G1325	
εδιδου	δίδωμι	verb	imperfect active indicative, 3rd person singular	I offer, give	G1325	
εδιδουν	δίδωμι	verb	imperfect active indicative, 3rd person plural	I offer, give	G1325	
εδικαιωθη	δικαιόω	verb	aorist passive indicative, 3rd person singular	I make righteous, defend the cause of, justify	G1344	
εδικαιωθητε	δικαιόω	verb	aorist passive indicative, 2nd person plural	I make righteous, defend the cause of, justify	G1344	
εδικαιωσαν	δικαιόω	verb	aorist active indicative, 3rd person plural	I make righteous, defend the cause of, justify	G1344	
εδικαιωσεν	δικαιόω	verb	aorist active indicative, 3rd person singular	I make righteous, defend the cause of, justify	G1344	
εδιστασαν	διστάζω	verb	aorist active indicative, 3rd person plural	I waver, doubt	G1365	
εδιστασας	διστάζω	verb	aorist active indicative, 2nd person singular	I waver, doubt	G1365	
εδιψησα	διψάω	verb	aorist active indicative, 1st person singular	I thirst for, desire earnestly	G1372	
εδιωκεν	διώκω	verb	imperfect active indicative, 3rd person singular	I pursue, persecute	G1377	
εδιωκον	διώκω	verb	imperfect active indicative, 1st person singular	I pursue, persecute	G1377	διώκω|verb|imperfect active indicative, 3rd person plural
εδιωξα	διώκω	verb	aorist active indicative, 1st person singular	I pursue, persecute	G1377	
εδιωξαν	διώκω	verb	aorist active indicative, 3rd person plural	I pursue, persecute	G1377	
εδιωξεν	διώκω	verb	aorist active indicative, 3rd person singular	I pursue, persecute	G1377	
εδοθη	δίδωμι	verb	aorist passive indicative, 3rd person singular	I offer, give	G1325	
εδοθησαν	δίδωμι	verb	aorist passive indicative, 3rd person plural	I offer, give	G1325	
εδοκει	δοκέω	verb	imperfect active indicative, 3rd person singular	I think, seem, appear, it seems	G1380	
εδοκιμασαμεν	δοκιμάζω	verb	aorist active indicative, 1st person plural	I put to the test, prove, examine	G1381	
εδοκιμασαν	δοκιμάζω	verb	aorist active indicative, 3rd person plural	I put to the test, prove, examine	G1381	
εδοκουν	δοκέω	verb	imperfect active indicative, 3rd person plural	I think, seem, appear, it seems	G1380	
εδολιουσαν	δολιόω	verb	imperfect active indicative, 3rd person plural	I act deceitfully, deceive	G1387	
εδοξα	δοκέω	verb	aorist active indicative, 1st person singular	I think, seem, appear, it seems	G1380	
εδοξαζεν	δοξάζω	verb	imperfect active indicative, 3rd person singular	I glorify, honor, bestow glory on	G1392	
εδοξαζον	δοξάζω	verb	imperfect active indicative, 3rd person plural	I glorify, honor, bestow glory on	G1392	
εδοξαν	δοκέω	verb	aorist active indicative, 3rd person plural	I think, seem, appear, it seems	G1380	
εδοξασα	δοξάζω	verb	aorist active indicative, 1st person singular	I glorify, honor, bestow glory on	G1392	
εδοξασαν	δοξάζω	verb	aorist active indicative, 3rd person plural	I glorify, honor, bestow glory on	G1392	
εδοξασεν	δοξάζω	verb	aorist active indicative, 3rd person singular	I glorify, honor, bestow glory on	G1392	
εδοξασθη	δοξάζω	verb	aorist passive indicative, 3rd person singular	I glorify, honor, bestow glory on	G1392	
εδοξεν	δοκέω	verb	aorist active indicative, 3rd person singular	I think, seem, appear, it seems	G1380	
εδουλευσατε	δουλεύω	verb	aorist active indicative, 2nd person plural	I am a slave, am subject to, obey	G1398	
εδουλευσεν	δουλεύω	verb	aorist active indicative, 3rd person singular	I am a slave, am subject to, obey	G1398	
εδουλωθητε	δουλόω	verb	aorist passive indicative, 2nd person plural	I enslave	G1402	
εδουλωσα	δουλόω	verb	aorist active indicative, 1st person singular	I enslave	G1402	
εδραιοι	ἑδραῖος	adjective	nominative plural masculine	firm, steadfast	G1476	
εδραιος	ἑδραῖος	adjective	nominative singular masculine	firm, steadfast	G1476	
εδραιωμα	ἑδραίωμα	noun	nominative singular neuter	a foundation, stay, support	G1477	
εδραμεν	τρέχω	verb	aorist active indicative, 3rd person singular	I run, exercise myself	G5143	
εδραμον	τρέχω	verb	aorist active indicative, 1st person singular	I run, exercise myself	G5143	τρέχω|verb|aorist active indicative, 3rd person plural
εδυ	δύνω	verb	aorist active indicative, 3rd person singular	I sink, set	G1416	
εδυναμωθησαν	δυναμόω	verb	aorist passive indicative, 3rd person plural	I empower, fill with power	G1412	
εδυνασθε	δύναμαι	verb	imperfect middle indicative, 2nd person plural	I am powerful, am able	G1410	
εδυνατο	δύναμαι	verb	imperfect middle indicative, 3rd person singular	I am powerful, am able	G1410	
εδωκα	δίδωμι	verb	aorist active indicative, 1st person singular	I offer, give	G1325	
εδωκαμεν	δίδωμι	verb	aorist active indicative, 1st person plural	I offer, give	G1325	
εδωκαν	δίδωμι	verb	aorist active indicative, 3rd person plural	I offer, give	G1325	
εδωκας	δίδωμι	verb	aorist active indicative, 2nd person singular	I offer, give	G1325	
εδωκατε	δίδωμι	verb	aorist active indicative, 2nd person plural	I offer, give	G1325	
εδωκεν	δίδωμι	verb	aorist active indicative, 3rd person singular	I offer, give	G1325	
εδωρησατο	δωρέομαι	verb	aorist middle indicative, 3rd person singular	I give, grant, donate	G1433	
εζεκιαν	Ἑζεκίας	noun	accusative singular masculine	Hezekiah	G1478	
εζεκιας	Ἑζεκίας	noun	nominative singular masculine	Hezekiah	G1478	
εζημιωθην	ζημιόω	verb	aorist passive indicative, 1st person singular	I inflict loss upon, punish	G2210	
εζησα	ζάω	verb	aorist active indicative, 1st person singular	I live	G2198	
εζησαν	ζάω	verb	aorist active indicative, 3rd person plural	I live	G2198	
εζησεν	ζάω	verb	aorist active indicative, 3rd person singular	I live	G2198	
εζητε	ζάω	verb	imperfect active indicative, 2nd person plural	I live	G2198	
εζητει	ζητέω	verb	imperfect active indicative, 3rd person singular	I seek, search for, desire	G2212	
εζητειτε	ζητέω	verb	imperfect active indicative, 2nd person plural	I seek, search for, desire	G2212	
εζητειτο	ζητέω	verb	imperfect passive indicative, 3rd person singular	I seek, search for, desire	G2212	
εζητησαμεν	ζητέω	verb	aorist active indicative, 1st person plural	I seek, search for, desire	G2212	
εζητησαν	ζητέω	verb	aorist active indicative, 3rd person plural	I seek, search for, desire	G2212	
εζητησεν	ζητέω	verb	aorist active indicative, 3rd person singular	I seek, search for, desire	G2212	
εζητουμεν	ζητέω	verb	imperfect active indicative, 1st person plural	I seek, search for, desire	G2212	
εζητουν	ζητέω	verb	imperfect active indicative, 3rd person plural	I seek, search for, desire	G2212	
εζυμωθη	ζυμόω	verb	aorist passive indicative, 3rd person singular	I leaven, ferment	G2220	
εζωγρημενοι	ζωγρέω	verb	perfect passive participle, nominative plural masculine	I capture alive	G2221	
εζων	ζάω	verb	imperfect active indicative, 1st person singular	I live	G2198	
εζωννυες	ζώννυμι	verb	imperfect active indicative, 2nd person singular	I gird	G2224	
εθαμβηθησαν	θαμβέομαι	verb	aorist passive indicative, 3rd person plural			
εθαμβουντο	θαμβέομαι	verb	imperfect passive indicative, 3rd person plural			
εθανατωθητε	θανατόω	verb	aorist passive indicative, 2nd person plural	I put to death, subdue	G2289	
εθαυμαζεν	θαυμάζω	verb	imperfect active indicative, 3rd person singular	I wonder, admire	G2296	
εθαυμαζον	θαυμάζω	verb	imperfect active indicative, 3rd person plural	I wonder, admire	G2296	
εθαυμασα	θαυμάζω	verb	aorist active indicative, 1st person singular	I wonder, admire	G2296	
εθαυμασαν	θαυμάζω	verb	aorist active indicative, 3rd person plural	I wonder, admire	G2296	
εθαυμασας	θαυμάζω	verb	aorist active indicative, 2nd person singular	I wonder, admire	G2296	
εθαυμασεν	θαυμάζω	verb	aorist active indicative, 3rd person singular	I wonder, admire	G2296	
εθαυμασθη	θαυμάζω	verb	aorist passive indicative, 3rd person singular	I wonder, admire	G2296	
εθαψαν	θάπτω	verb	aorist active indicative, 3rd person plural	I bury	G2290	
εθεαθη	θεάομαι	verb	aorist passive indicative, 3rd person singular	I see, behold, contemplate, visit	G2300	
εθεασαμεθα	θεάομαι	verb	aorist middle indicative, 1st person plural	I see, behold, contemplate, visit	G2300	
εθεασαντο	θεάομαι	verb	aorist middle indicative, 3rd person plural	I see, behold, contemplate, visit	G2300	
εθεασασθε	θεάομαι	verb	aorist middle indicative, 2nd person plural	I see, behold, contemplate, visit	G2300	
εθεασατο	θεάομαι	verb	aorist middle indicative, 3rd person singular	I see, behold, contemplate, visit	G2300	
εθει	ἔθος	noun	dative singular neuter	a custom	G1485	
εθελοθρησκια	ἐθελοθρησκία	noun	dative singular feminine			
εθεμελιωσας	θεμελιόω	verb	aorist active indicative, 2nd person singular	I found, lay the foundation	G2311	
εθεντο	τίθημι	verb	aorist middle indicative, 3rd person plural	I put, place	G5087	
εθεραπευεν	θεραπεύω	verb	imperfect active indicative, 3rd person singular	I care for, attend, serve, heal	G2323	
εθεραπευθη	θεραπεύω	verb	aorist passive indicative, 3rd person singular	I care for, attend, serve, heal	G2323	
εθεραπευθησαν	θεραπεύω	verb	aorist passive indicative, 3rd person plural	I care for, attend, serve, heal	G2323	
εθεραπευον	θεραπεύω	verb	imperfect active indicative, 3rd person plural	I care for, attend, serve, heal	G2323	
εθεραπευοντο	θεραπεύω	verb	imperfect passive indicative, 3rd person plural	I care for, attend, serve, heal	G2323	
